congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,bioname,screen_name,bioguide_id,born,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,nokken_poole_dim1,nokken_poole_dim2,economic_simple_tr,social_simple_tr,econ_and_social,,21
116,House,21976,66,2,NM,100,"TORRES SMALL, Xochitl",RepTorresSmall,T000484,1984,-0.17,0.282,-78.81712,0.89161,687,30,-0.17,0.282,left,left,leftleft,FALSE,
116,House,15603,13,16,NY,100,"ENGEL, Eliot Lance",RepEliotEngel,E000179,1947,-0.408,-0.094,-15.98659,0.97693,685,5,-0.562,-0.28,left,left,leftleft,FALSE,
116,House,15612,13,17,NY,100,"LOWEY, Nita M.",NitaLowey,L000480,1937,-0.389,-0.155,-12.07703,0.98227,675,3,-0.413,0.01,left,left,leftleft,FALSE,
116,House,20519,13,26,NY,100,"HIGGINS, Brian",RepBrianHiggins,H001038,1959,-0.347,-0.032,-15.68526,0.97726,682,7,-0.364,-0.062,left,right,leftright,TRUE,
116,House,20733,13,9,NY,100,"CLARKE, Yvette Diane",RepYvetteClarke,C001067,1964,-0.614,-0.204,-23.7697,0.96589,685,9,-0.533,-0.501,left,left,leftleft,FALSE,
116,House,20934,13,20,NY,100,"TONKO, Paul",PaulTonko,T000469,1949,-0.42,-0.265,-13.71801,0.97982,673,8,-0.348,-0.461,left,left,leftleft,FALSE,
116,House,21101,13,23,NY,200,"REED, Thomas W. II",RepTomReed,R000585,1971,0.28,0.11,-137.68863,0.81498,673,57,0.235,0.21,right,right,rightright,FALSE,
116,House,21342,13,6,NY,100,"MENG, Grace",RepGraceMeng,M001188,1975,-0.378,-0.162,-44.40626,0.93642,676,20,-0.285,-0.342,left,left,leftleft,FALSE,
116,House,21343,13,8,NY,100,"JEFFRIES, Hakeem",RepJeffries,J000294,1970,-0.487,-0.09,-15.38105,0.97754,677,5,-0.471,-0.125,left,left,leftleft,FALSE,
116,House,21344,13,18,NY,100,"MALONEY, Sean Patrick",RepSeanMaloney,M001185,1966,-0.238,0.119,-37.08764,0.94722,684,18,-0.304,0.357,left,left,leftleft,FALSE,
116,House,21345,13,27,NY,200,"COLLINS, Chris",coach_collins,C001092,1950,0.357,0.236,-61.83374,0.87498,463,22,0.328,0.316,left,right,leftright,TRUE,
116,House,21539,13,1,NY,200,"ZELDIN, Lee M",RepLeeZeldin,Z000017,1980,0.387,-0.131,-154.01593,0.79785,682,66,0.422,-0.168,right,right,rightright,FALSE,
116,House,21540,13,4,NY,100,"RICE, Kathleen Maura",RepKathleenRice,R000602,1965,-0.284,0.026,-50.97239,0.926,663,23,-0.259,0.25,left,left,leftleft,FALSE,
116,House,21541,13,21,NY,200,"STEFANIK, Elise M",EliseStefanik,S001196,1984,0.221,0.001,-137.78062,0.81852,688,60,0.227,-0.034,left,right,leftright,TRUE,
116,House,21542,13,24,NY,200,"KATKO, John",RepJohnKatko,K000386,1962,0.204,-0.009,-127.6133,0.82563,666,52,0.195,-0.009,left,right,leftright,TRUE,
116,House,21715,13,13,NY,100,"ESPAILLAT, Adriano J.",RepEspaillat,E000297,1954,-0.616,-0.141,-18.11979,0.97401,688,7,-0.503,-0.568,left,left,leftleft,FALSE,
116,House,21747,13,3,NY,100,"SUOZZI, Thomas",Tom_Suozzi,S001201,1962,-0.21,0.083,-47.75163,0.93276,686,20,-0.287,0.288,left,left,leftleft,FALSE,
116,House,21761,13,25,NY,100,"MORELLE, Joseph D.",RepJoeMorelle,M001206,1957,-0.32,0.103,-21.45944,0.96829,666,5,-0.3,0.076,left,left,leftleft,FALSE,
116,House,21904,13,22,NY,100,"BRINDISI, Anthony",ABrindisiNY,B001308,1978,-0.154,0.572,-122.79341,0.83632,687,43,-0.154,0.579,left,left,leftleft,FALSE,
116,House,21916,13,19,NY,100,"DELGADO, Antonio",DelgadoforNY19,D000630,1977,-0.206,0.165,-52.65821,0.92652,690,16,-0.206,0.169,left,left,leftleft,FALSE,
116,House,21949,13,14,NY,100,"OCASIO-CORTEZ, Alexandria",RepAOC,O000172,1989,-0.224,-0.975,-57.80569,0.91919,686,23,-0.224,-0.975,left,left,leftleft,FALSE,
116,House,21958,13,11,NY,100,"ROSE, Max",MaxRose4NY,R000613,1986,-0.176,0.236,-96.15354,0.86832,681,34,-0.176,0.242,left,left,leftleft,FALSE,
116,House,29134,13,15,NY,100,"SERRANO, Jose E.",RepJoseSerrano,S000248,1943,-0.491,-0.377,-9.65137,0.98396,597,3,-0.407,-0.291,left,left,leftleft,FALSE,
116,House,29375,13,2,NY,200,"KING, Peter T.",RepPeteKing,K000210,1944,0.259,-0.033,-139.76273,0.8147,682,51,0.255,-0.02,left,right,leftright,TRUE,
116,House,29377,13,10,NY,100,"NADLER, Jerrold Lewis",RepJerryNadler,N000002,1947,-0.509,-0.505,-12.65137,0.98132,671,4,-0.541,-0.319,left,left,leftleft,FALSE,
116,House,29378,13,7,NY,100,"VELaZQUEZ, Nydia M.",NydiaVelazquez,V000081,1953,-0.547,-0.338,-10.38121,0.98476,676,3,-0.46,-0.576,left,left,leftleft,FALSE,
116,House,29379,13,12,NY,100,"MALONEY, Carolyn Bosher",RepMaloney,M000087,1946,-0.387,-0.279,-10.99708,0.98417,689,4,-0.429,-0.392,left,left,leftleft,FALSE,
116,House,29776,13,5,NY,100,"MEEKS, Gregory W.",RepGregoryMeeks,M001137,1953,-0.413,-0.073,-16.51802,0.97495,651,7,-0.513,0.089,left,left,leftleft,FALSE,
116,House,15438,47,4,NC,100,"PRICE, David Eugene",RepDavidEPrice,P000523,1940,-0.343,-0.031,-13.86892,0.97999,686,5,-0.401,-0.176,left,left,leftleft,FALSE,
116,House,20340,47,1,NC,100,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",GKButterfield,B001251,1947,-0.404,0.181,-17.92258,0.97403,681,6,-0.452,0.062,left,left,leftleft,FALSE,
116,House,20521,47,5,NC,200,"FOXX, Virginia Ann",virginiafoxx,F000450,1943,0.631,0.123,-122.95257,0.83591,686,52,0.566,0,right,right,rightright,FALSE,
116,House,20522,47,10,NC,200,"McHENRY, Patrick T.",PatrickMcHenry,M001156,1975,0.552,0.076,-150.74632,0.79879,671,58,0.411,0.064,right,right,rightright,FALSE,
116,House,21346,47,8,NC,200,"HUDSON, Richard",RepRichHudson,H001067,1971,0.582,0.103,-124.29423,0.82571,649,55,0.475,0.103,right,right,rightright,FALSE,
116,House,21348,47,11,NC,200,"MEADOWS, Mark",MarkMeadows,M001187,1959,0.605,-0.201,-132.76565,0.81396,645,60,0.587,-0.209,right,right,rightright,FALSE,
116,House,21349,47,2,NC,200,"HOLDING, George E.B.",RepHolding,H001065,1968,0.609,0.144,-74.44258,0.88888,632,27,0.544,0.217,right,right,rightright,FALSE,
116,House,21543,47,6,NC,200,"WALKER, Bradley Mark",Walker4NC,W000819,1969,0.641,0.022,-75.62392,0.88358,611,32,0.675,0.176,right,right,rightright,FALSE,
116,House,21544,47,7,NC,200,"ROUZER, David",RepDavidRouzer,R000603,1972,0.572,0.146,-102.15533,0.86146,685,42,0.542,0.105,right,right,rightright,FALSE,
116,House,21545,47,12,NC,100,"ADAMS, Alma",AlmaforCongress,A000370,1946,-0.466,0.012,-13.05199,0.98059,666,4,-0.425,-0.099,left,left,leftleft,FALSE,
116,House,21708,47,13,NC,200,"BUDD, Theodore Paul",RepTedBudd,B001305,1971,0.67,-0.102,-99.30522,0.86431,681,42,0.662,-0.093,right,right,rightright,FALSE,
116,House,21986,47,9,NC,200,"BISHOP, Dan",jdanbishop,B001311,1964,0.865,0.066,-15.99143,0.92316,200,7,0.865,0.066,right,right,rightright,FALSE,
116,House,21987,47,3,NC,200,"MURPHY, Gregory Francis",RepGregMurphy,M001210,1963,0.618,0.082,-24.40685,0.89221,214,11,0.618,0.082,right,right,rightright,FALSE,
116,House,29546,47,3,NC,200,"JONES, Walter Beaman, Jr.",RepWalterJones,J000255,1943,0.244,-0.362,,,,,,,right,left,rightleft,TRUE,
116,House,21901,36,1,ND,200,"ARMSTRONG, Kelly",RepArmstrongND,A000377,1976,0.451,0.09,-115.45717,0.84127,668,49,0.451,0.09,right,right,rightright,FALSE,
116,House,15029,24,9,OH,100,"KAPTUR, Marcia Carolyn (Marcy)",RepMarcyKaptur,K000009,1946,-0.35,0.109,-22.59731,0.96717,677,7,-0.437,0.276,left,left,leftleft,FALSE,
116,House,20342,24,10,OH,200,"TURNER, Michael R.",RepMikeTurner,T000463,1960,0.27,0.205,-95.66088,0.86841,678,29,0.302,0.248,right,right,rightright,FALSE,
116,House,20343,24,13,OH,100,"RYAN, Timothy J.",TimRyan,R000577,1973,-0.403,0.214,-15.53884,0.97158,539,6,-0.357,0.03,left,left,leftleft,FALSE,
116,House,20738,24,4,OH,200,"JORDAN, Jim",Jim_Jordan,J000289,1964,0.718,-0.218,-89.12043,0.87717,680,38,0.762,-0.181,right,right,rightright,FALSE,
116,House,20755,24,5,OH,200,"LATTA, Robert E.",boblatta,L000566,1956,0.518,0.26,-56.01192,0.92192,689,13,0.508,0.324,right,right,rightright,FALSE,
116,House,20941,24,11,OH,100,"FUDGE, Marcia L.",RepMarciaFudge,F000455,1952,-0.581,0.14,-39.10398,0.94009,633,14,-0.532,0.371,left,left,leftleft,FALSE,
116,House,21162,24,6,OH,200,"JOHNSON, Bill",RepBillJohnson,J000292,1954,0.433,0.283,-64.22508,0.90937,676,26,0.439,0.414,right,right,rightright,FALSE,
116,House,21163,24,15,OH,200,"STIVERS, Steve",RepSteveStivers,S001187,1965,0.299,0.271,-109.96738,0.84303,644,48,0.299,0.272,right,right,rightright,FALSE,
116,House,21165,24,7,OH,200,"GIBBS, Bob",RepBobGibbs,G000563,1954,0.474,0.321,-73.29451,0.89782,680,26,0.513,0.5,right,right,rightright,FALSE,
116,House,21351,24,2,OH,200,"WENSTRUP, Brad",bradwenstrup,W000815,1958,0.551,0.177,-84.62267,0.88118,669,30,0.507,0.219,right,right,rightright,FALSE,
116,House,21352,24,3,OH,100,"BEATTY, Joyce",RepBeatty,B001281,1950,-0.429,0.064,-13.48312,0.97966,656,4,-0.455,-0.091,left,left,leftleft,FALSE,
116,House,21353,24,14,OH,200,"JOYCE, David",RepDaveJoyce,J000295,1957,0.264,0.271,-96.32396,0.869,686,33,0.288,0.247,right,right,rightright,FALSE,
116,House,21564,24,8,OH,200,"DAVIDSON, Warren",WarrenDavidson,D000626,1970,0.708,-0.349,-152.53876,0.79932,681,77,0.678,-0.407,right,right,rightright,FALSE,
116,House,21759,24,12,OH,200,"BALDERSON, Troy",Troy_Balderson,B001306,1962,0.442,0.501,-61.86577,0.91412,689,23,0.443,0.502,right,right,rightright,FALSE,
116,House,21924,24,16,OH,200,"GONZALEZ, Anthony",anthonygonzalez,G000588,1984,0.294,0.224,-94.29458,0.87122,684,35,0.294,0.224,right,right,rightright,FALSE,
116,House,29550,24,1,OH,200,"CHABOT, Steve",RepSteveChabot,C000266,1953,0.572,-0.213,-96.43453,0.86957,690,35,0.501,0.183,right,right,rightright,FALSE,
116,House,20344,53,4,OK,200,"COLE, Tom",TomColeOK04,C001053,1949,0.33,0.359,-110.17711,0.85202,688,42,0.288,0.416,right,right,rightright,FALSE,
116,House,21355,53,2,OK,200,"MULLIN, Markwayne",RepMullin,M001190,1977,0.514,0.377,-94.33873,0.85885,620,38,0.538,0.196,right,right,rightright,FALSE,
116,House,21760,53,1,OK,200,"HERN, Kevin",repkevinhern,H001082,1961,0.68,0.051,-85.67588,0.88227,684,36,0.69,0.058,right,right,rightright,FALSE,
116,House,21933,53,5,OK,100,"HORN, Kendra",RepKendraHorn,H001083,1976,-0.177,0.536,-102.62648,0.86143,688,43,-0.177,0.53,left,left,leftleft,FALSE,
116,House,29393,53,3,OK,200,"LUCAS, Frank D.",RepFrankLucas,L000491,1960,0.362,0.416,-56.57996,0.91602,645,22,0.329,0.624,right,right,rightright,FALSE,
116,House,15410,72,4,OR,100,"DeFAZIO, Peter Anthony",RepPeterDeFazio,D000191,1947,-0.429,0.003,-37.46554,0.94562,670,13,-0.524,-0.504,left,left,leftleft,FALSE,
116,House,20944,72,5,OR,100,"SCHRADER, Kurt",RepSchrader,S001180,1951,-0.189,0.063,-100.48414,0.86169,675,45,-0.145,0.146,left,left,leftleft,FALSE,
116,House,21198,72,1,OR,100,"BONAMICI, Suzanne",RepBonamici,B001278,1954,-0.393,-0.396,-12.60856,0.98187,689,3,-0.456,-0.347,left,left,leftleft,FALSE,
116,House,29588,72,3,OR,100,"BLUMENAUER, Earl",repblumenauer,B000574,1948,-0.427,-0.668,-21.08703,0.96947,680,7,-0.453,-0.79,left,left,leftleft,FALSE,
116,House,29932,72,2,OR,200,"WALDEN, Greg",repgregwalden,W000791,1957,0.334,-0.013,-114.48656,0.84609,685,47,0.275,0.21,right,right,rightright,FALSE,
116,House,20946,14,15,PA,200,"THOMPSON, Glenn",CongressmanGT,T000467,1959,0.31,0.39,-76.97704,0.89146,670,21,0.317,0.421,right,right,rightright,FALSE,
116,House,21167,14,16,PA,200,"KELLY, Mike",MikeKellyPA,K000376,1948,0.345,0.454,-117.93061,0.83838,669,54,0.451,0.149,right,right,rightright,FALSE,
116,House,21170,14,12,PA,200,"MARINO, Thomas A.",ThomasVMarino,M001179,1952,0.352,0.477,-0.28897,0.98751,23,0,0,0,right,right,rightright,FALSE,
116,House,21356,14,10,PA,200,"PERRY, Scott",RepScottPerry,P000605,1962,0.623,-0.347,-136.24648,0.81673,673,71,0.573,-0.301,right,right,rightright,FALSE,
116,House,21358,14,8,PA,100,"CARTWRIGHT, Matt",CartwrightPA,C001090,1961,-0.371,-0.046,-11.94349,0.98209,661,2,-0.388,0.02,left,left,leftleft,FALSE,
116,House,21548,14,2,PA,100,"BOYLE, Brendan Francis",boylepoint,B001296,1977,-0.396,0.133,-26.04107,0.96254,682,11,-0.392,-0.219,left,left,leftleft,FALSE,
116,House,21566,14,3,PA,100,"EVANS, Dwight",RepDwightEvans,E000296,1954,-0.454,-0.072,-11.19303,0.98363,678,2,-0.488,-0.071,left,left,leftleft,FALSE,
116,House,21718,14,1,PA,200,"FITZPATRICK, Brian K.",RepBrianFitz,F000466,1973,0.177,-0.187,-146.97995,0.80587,681,62,0.152,-0.127,left,left,leftleft,FALSE,
116,House,21745,14,11,PA,200,"SMUCKER, Lloyd K.",RepSmucker,S001199,1964,0.42,0.279,-62.27885,0.90782,644,28,0.437,0.229,right,right,rightright,FALSE,
116,House,21756,14,17,PA,100,"LAMB, Conor",ConorLambPA,L000588,1984,-0.118,0.138,-96.88653,0.86864,688,46,-0.139,0.223,left,left,leftleft,FALSE,
116,House,21762,14,5,PA,100,"SCANLON, Mary Gay",RepMGS,S001205,1959,-0.493,0.012,-13.12002,0.98108,687,4,-0.552,0.093,left,left,leftleft,FALSE,
116,House,21763,14,7,PA,100,"WILD, Susan",wildforcongress,W000826,1957,-0.351,0.611,-59.11553,0.9172,684,24,-0.332,0.573,left,left,leftleft,FALSE,
116,House,21915,14,4,PA,100,"DEAN, Madeleine",RepDean,D000631,1959,-0.528,0.039,-10.59132,0.9847,687,4,-0.528,0.039,left,left,leftleft,FALSE,
116,House,21934,14,6,PA,100,"HOULAHAN, Christina",RepHoulahan,H001085,1967,-0.313,0.564,-37.9415,0.94635,688,12,-0.312,0.569,left,left,leftleft,FALSE,
116,House,21936,14,13,PA,200,"JOYCE, John",RepJohnJoyce,J000302,1957,0.543,0.132,-66.79609,0.90205,648,28,0.543,0.132,right,right,rightright,FALSE,
116,House,21945,14,9,PA,200,"MEUSER, Dan",RepMeuser,M001204,1964,0.569,0.358,-82.84709,0.8822,661,37,0.569,0.358,right,right,rightright,FALSE,
116,House,21956,14,14,PA,200,"RESCHENTHALER, Guy",Greschenthaler,R000610,1983,0.35,0.451,-79.00258,0.88924,673,27,0.35,0.452,right,right,rightright,FALSE,
116,House,21985,14,12,PA,200,"KELLER, Fred",VoteFredKeller,K000395,1965,0.476,0.205,-56.58995,0.88987,485,23,0.476,0.205,right,right,rightright,FALSE,
116,House,29561,14,18,PA,100,"DOYLE, Michael F.",USRepMikeDoyle,D000482,1953,-0.33,0.114,-26.85982,0.9603,663,9,-0.429,-0.357,left,left,leftleft,FALSE,
116,House,20136,5,2,RI,100,"LANGEVIN, James",JimLangevin,L000559,1964,-0.376,0.108,-29.46361,0.95796,686,7,-0.29,-0.026,left,left,leftleft,FALSE,
116,House,21172,5,1,RI,100,"CICILLINE, David N.",RepCicilline,C001084,1961,-0.391,-0.283,-20.49223,0.97053,685,7,-0.43,-0.199,left,left,leftleft,FALSE,
116,House,20138,48,2,SC,200,"WILSON, Addison Graves (Joe)",Repjoewilson,W000795,1947,0.538,0.106,-104.77559,0.85463,667,47,0.491,0.12,right,right,rightright,FALSE,
116,House,21174,48,3,SC,200,"DUNCAN, Jeff",JeffDuncan_,D000615,1966,0.731,-0.186,-98.60617,0.86629,687,34,0.713,-0.122,right,right,rightright,FALSE,
116,House,21359,48,7,SC,200,"RICE, Tom",RepTomRice,R000597,1957,0.603,-0.281,-148.39528,0.80159,671,77,0.632,-0.329,right,right,rightright,FALSE,
116,House,21753,48,5,SC,200,"NORMAN, Ralph",RepRalphNorman,N000190,1953,0.785,-0.203,-82.69207,0.8834,667,42,0.816,-0.175,right,right,rightright,FALSE,
116,House,21913,48,1,SC,100,"CUNNINGHAM, Joe",JoeCunninghamSC,C001122,1982,-0.12,0.458,-130.00979,0.82574,679,50,-0.119,0.453,left,left,leftleft,FALSE,
116,House,21974,48,4,SC,200,"TIMMONS, William",RepTimmons,T000480,1984,0.592,0.183,-75.91951,0.88544,624,29,0.592,0.183,right,right,rightright,FALSE,
116,House,39301,48,6,SC,100,"CLYBURN, James Enos",clyburn,C000537,1940,-0.464,0.254,-23.60012,0.96199,609,7,-0.396,0.031,left,left,leftleft,FALSE,
116,House,21935,37,1,SD,200,"JOHNSON, Dustin",DJohnsonPGA,J000301,1976,0.488,0.049,-94.27657,0.87212,689,27,0.488,0.049,right,right,rightright,FALSE,
116,House,15019,54,5,TN,100,"COOPER, James Hayes Shofner",RepCooper,C000754,1954,-0.162,-0.031,-83.88641,0.88362,678,21,-0.247,0.26,left,left,leftleft,FALSE,
116,House,20748,54,9,TN,100,"COHEN, Stephen",scohenSEA,C001068,1949,-0.4,-0.353,-24.70382,0.96417,677,10,-0.375,-0.274,left,left,leftleft,FALSE,
116,House,20947,54,1,TN,200,"ROE, David P. (Phil)",DrPhilRoe,R000582,1945,0.485,0.023,-81.97316,0.885,671,32,0.451,0.15,right,right,rightright,FALSE,
116,House,21178,54,3,TN,200,"FLEISCHMANN, Chuck",chuck4congress,F000459,1962,0.457,0.31,-86.02465,0.88279,690,40,0.412,0.413,right,right,rightright,FALSE,
116,House,21179,54,4,TN,200,"DESJARLAIS, Scott",DesJarlaisTN04,D000616,1964,0.58,-0.089,-86.38899,0.87749,661,37,0.549,0.035,right,right,rightright,FALSE,
116,House,21731,54,8,TN,200,"KUSTOFF, David",RepDavidKustoff,K000392,1966,0.533,0.266,-62.70181,0.91079,671,22,0.519,0.596,right,right,rightright,FALSE,
116,House,21905,54,2,TN,200,"BURCHETT, Timothy",timburchett,B001309,1964,0.71,-0.228,-113.11337,0.84676,680,49,0.71,-0.228,right,right,rightright,FALSE,
116,House,21926,54,7,TN,200,"GREEN, Mark",RepMarkGreen,G000590,1964,0.72,0.126,-66.69142,0.8948,600,28,0.72,0.126,right,right,rightright,FALSE,
